TAG;MODULE;PLANTGROUP;NPS_IN;DESIGN_MAX_PRESS_BAR;DESIGN_MIN_TEMP_NORM;OPER_NORM_TEMP_NORM;DESIGN_MAX_TEMP_NORM;TYPE_NORM;VALVE_APP_NORM;FLUID_CODE_NORM;CLUSTER_KMEANS;CLUSTER_DBSCAN
HV-1350548;MAIN DECK;1350;12;20,61325;0;30;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350549;MAIN DECK;1350;12;20,61325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350550;MAIN DECK;1350;12;20,61325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350551;MAIN DECK;1350;12;20,61325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350552;MAIN DECK;1350;12;20,01325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350568;MAIN DECK;1350;12;20,61325;0;30;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350569;MAIN DECK;1350;12;20,61325;0;30;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350594;MAIN DECK;1350;12;20,61325;0;30;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350606;MAIN DECK;1350;12;20,61325;0;30;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350607;MAIN DECK;1350;12;20,61325;0;30;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350610;MAIN DECK;1350;12;20,61325;0;30;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350611;MAIN DECK;1350;12;20,61325;0;30;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350616;MAIN DECK;1350;12;20,61325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350617;MAIN DECK;1350;12;20,01325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350618;MAIN DECK;1350;12;20,01325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350619;MAIN DECK;1350;12;20,01325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350621;MAIN DECK;1350;12;20,01325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350627;MAIN DECK;1350;12;20,01325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350628;MAIN DECK;1350;12;20,01325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350638;MAIN DECK;1350;12;20,01325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350639;MAIN DECK;1350;12;20,01325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350655;MAIN DECK;1350;12;20,01325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350656;MAIN DECK;1350;12;20,01325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350657;MAIN DECK;1350;12;20,01325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350658;MAIN DECK;1350;12;20,01325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350659;MAIN DECK;1350;12;20,01325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350660;MAIN DECK;1350;12;20,01325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350661;MAIN DECK;1350;12;20,01325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350662;MAIN DECK;1350;12;20,01325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350663;MAIN DECK;1350;12;20,01325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350664;MAIN DECK;1350;12;20,01325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350665;MAIN DECK;1350;12;20,01325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350666;MAIN DECK;1350;12;20,01325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350668;MAIN DECK;1350;12;20,61325;0;30;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350669;MAIN DECK;1350;12;20,61325;0;30;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350670;MAIN DECK;1350;12;20,61325;0;30;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350671;MAIN DECK;1350;12;20,61325;0;30;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350672;MAIN DECK;1350;12;20,61325;0;30;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350673;MAIN DECK;1350;12;20,61325;0;30;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350674;MAIN DECK;1350;12;20,61325;0;30;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350675;MAIN DECK;1350;12;20,61325;0;30;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350676;MAIN DECK;1350;12;20,61325;0;30;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350677;MAIN DECK;1350;12;20,61325;0;30;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350678;MAIN DECK;1350;12;20,61325;0;30;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350679;MAIN DECK;1350;12;20,61325;0;30;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350680;MAIN DECK;1350;12;20,61325;0;30;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350682;MAIN DECK;1350;12;20,01325;0;30;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350683;MAIN DECK;1350;12;20,01325;0;30;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350684;MAIN DECK;1350;12;20,61325;0;30;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350685;MAIN DECK;1350;12;20,01325;0;30;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350686;MAIN DECK;1350;12;20,01325;0;30;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350687;MAIN DECK;1350;12;20,01325;0;30;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350688;MAIN DECK;1350;12;20,01325;0;30;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350689;MAIN DECK;1350;12;20,01325;0;30;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350690;MAIN DECK;1350;12;20,01325;0;30;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350691;MAIN DECK;1350;12;20,01325;0;30;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350692;MAIN DECK;1350;12;20,01325;0;30;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350693;MAIN DECK;1350;12;20,01325;0;30;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350694;MAIN DECK;1350;12;20,01325;0;30;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350695;MAIN DECK;1350;12;20,01325;0;30;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350696;MAIN DECK;1350;12;20,01325;0;30;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350697;MAIN DECK;1350;12;20,01325;0;30;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350698;MAIN DECK;1350;12;20,01325;0;30;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350699;MAIN DECK;1350;12;20,61325;0;30;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350700;MAIN DECK;1350;12;20,01325;0;30;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350701;MAIN DECK;1350;12;20,01325;0;30;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350702;MAIN DECK;1350;12;20,01325;0;30;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350703;MAIN DECK;1350;12;20,01325;0;30;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350704;MAIN DECK;1350;12;20,01325;0;30;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350705;MAIN DECK;1350;12;20,61325;0;30;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350706;FORECASTLE;1350;18;20,61325;0;40;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350708;FORECASTLE;1350;18;20,61325;0;30;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-1350709;FORECASTLE;1350;18;20,61325;0;30;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;CV;1;0
HV-5111504A;ENGINE ROOM;5111;12;20,61325;0;25;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;SW;1;0
HV-5111504B;ENGINE ROOM;5111;12;20,61325;0;25;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;SW;1;0
HV-5120515;ENGINE ROOM;5120;12;20,61325;0;32;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;W;1;0
HV-5124003A;M-15;5124;26;7,11;5;35;85;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;W;1;-1
HV-5124003B;M-15;5124;26;7,11;5;35;85;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;W;1;-1
HV-5124003C;M-15;5124;26;7,11;5;35;85;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;W;1;-1
HV-5124004A;M-15;5124;26;19,16325;5;55;85;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;W;1;-1
HV-5124004B;M-15;5124;26;19,16325;5;55;85;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;W;1;-1
HV-5124004C;M-15;5124;26;19,16325;5;55;85;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;W;1;-1
HV-5133002;M-10B;5133;18;302,01325;0;40;115;BALL;OTHER BLOCK;D;1;0
HV-5133531;ENGINE ROOM;5133;1;20,01325;0;25;60;BALL;OTHER BLOCK;D;4;0
HV-5133532;ENGINE ROOM;5133;1;20,01325;0;25;60;BALL;OTHER BLOCK;D;4;0
HV-5133533;MAIN DECK;5133;6;20,01325;0;25;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;D;4;0
HV-5133534;MAIN DECK;5133;1;20,01325;0;25;60;BALL;OTHER BLOCK;D;4;0
HV-5133535;MAIN DECK;5133;1;20,01325;0;25;60;BALL;OTHER BLOCK;D;4;0
HV-5133536;MAIN DECK;5133;1;20,01325;0;25;60;BALL;OTHER BLOCK;D;4;0
HV-5133537;ENGINE ROOM;5133;1;20,01325;0;25;60;BALL;OTHER BLOCK;D;4;0
HV-5133545;MAIN DECK;5133;1;20,01325;0;25;60;BALL;OTHER BLOCK;D;4;0
HV-5330503;ENGINE ROOM;5330;3;20,61325;0;30;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;DA;4;0
HV-5330520;ENGINE ROOM;5330;3;20,01325;0;30;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;BR;4;0
HV-5330522;ENGINE ROOM;5330;3;20,01325;0;30;60;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;BR;4;0
HV-5412001;M-01;5412;40;5,49325;-46;23;200;BALL;PSV BLOCK INLET;F;1;-1
HV-5412005;M-01;5412;40;5,49325;-46;23;200;BALL;PSV BLOCK OUTLET;F;1;-1
HV-5412006;M-01;5412;40;5,49325;-46;23;200;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;F;1;-1
HV-5412011;M-01;5412;32;5,49325;38;25;200;BALL;PSV BLOCK INLET;F;1;-1
HV-5412012;M-01;5412;32;5,49325;38;25;200;BALL;PSV BLOCK OUTLET;F;1;-1
HV-5412013;M-01;5412;30;5,49325;38;25;200;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;F;1;-1
HV-5423001;MAIN DECK;5423;28;18,01325;0;27;57;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;FW;1;-1
HV-5423002;MAIN DECK;5423;28;18,01325;0;27;57;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;FW;1;-1
HV-5423003;MAIN DECK;5423;28;18,01325;0;27;57;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;FW;1;-1
HV-5423004;MAIN DECK;5423;28;18,01325;0;27;57;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;FW;1;-1
HV-5423005;MAIN DECK;5423;28;18,01325;0;27;57;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;FW;1;-1
HV-5423006;MAIN DECK;5423;28;18,01325;0;27;57;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;FW;1;-1
HV-5423007;MAIN DECK;5423;28;18,01325;0;27;57;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;FW;1;-1
HV-5423008;MAIN DECK;5423;28;18,01325;0;27;57;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;FW;1;-1
HV-5423009;MAIN DECK;5423;28;18,01325;0;27;57;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;FW;1;-1
HV-5423010;MAIN DECK;5423;28;18,01325;0;27;57;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;FW;1;-1
HV-5423011;MAIN DECK;5423;28;18,01325;0;27;57;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;FW;1;-1
HV-5423012;MAIN DECK;5423;28;18,01325;0;27;57;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;FW;1;-1
HV-5423013;MAIN DECK;5423;28;18,01325;0;27;57;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;FW;1;-1
HV-5423014;MAIN DECK;5423;28;18,01325;0;27;57;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;FW;1;-1
HV-5423015;MAIN DECK;5423;28;18,01325;0;27;57;BUTTERFLY (DOUBLE OFFSET);OTHER BLOCK;FW;1;-1
LV-1223031-1;MAIN DECK;1223;12;21,01325;0;40;70;GLOBE;OTHER BLOCK;P;1;0
LV-1225004A;M-05B;1225;6;15,01325;0;10;95;GLOBE;OTHER BLOCK;PC;4;0
LV-1231022B;M-05;1231;1,5;37,01;-20;35;98;GLOBE;OTHER BLOCK;PC;4;0
LV-1231022C;M-05;1231;1,5;37,01;-20;35;98;GLOBE;OTHER BLOCK;PC;4;0
LV-1233005;M-06;1233;1,5;79,01325;-30;40;70;GLOBE;OTHER BLOCK;PC;0;0
LV-5135006-1;M-07;5135;1;54,7;-46;25;70;GLOBE;OTHER BLOCK;P;0;0
LV-5135006-2;M-07;5135;1;54,7;-46;25;70;GLOBE;OTHER BLOCK;P;0;0
PDCV-5424001A;MAIN DECK;5424;2;16,01325;0;25;55;GATE VALVE;OTHER BLOCK;FLC;4;0
PDCV-5424001B;MAIN DECK;5424;2;16,01325;0;25;55;GATE VALVE;OTHER BLOCK;FLC;4;0
PDCV-5424001C;MAIN DECK;5424;2;16,01325;0;25;55;GATE VALVE;OTHER BLOCK;FLC;4;0
PDCV-5424001D;MAIN DECK;5424;2;16,01325;0;25;55;GATE VALVE;OTHER BLOCK;FLC;4;0
PDCV-5424001E;MAIN DECK;5424;2;16,01325;0;25;55;GATE VALVE;OTHER BLOCK;FLC;4;0
PDCV-5424001F;MAIN DECK;5424;2;16,01325;0;25;55;GATE VALVE;OTHER BLOCK;FLC;4;0
PDCV-5424001G;MAIN DECK;5424;2;16,01325;0;25;55;GATE VALVE;OTHER BLOCK;FLC;4;0
PDCV-5424001H;MAIN DECK;5424;2;16,01325;0;25;55;GATE VALVE;OTHER BLOCK;FLC;4;0
PDCV-5424001J;MAIN DECK;5424;2;16,01325;0;25;55;GATE VALVE;OTHER BLOCK;FLC;4;0
PDCV-5424001K;MAIN DECK;5424;2;16,01325;0;25;55;GATE VALVE;OTHER BLOCK;FLC;4;0
PDCV-5424001L;MAIN DECK;5424;2;16,01325;0;25;55;GATE VALVE;OTHER BLOCK;FLC;4;0
PDCV-5424001M;MAIN DECK;5424;2;16,01325;0;25;55;GATE VALVE;OTHER BLOCK;FLC;4;0
PDCV-5424001N;MAIN DECK;5424;2;16,01325;0;25;55;GATE VALVE;OTHER BLOCK;FLC;4;0
PDCV-5424001P;MAIN DECK;5424;2;16,01325;0;25;55;GATE VALVE;OTHER BLOCK;FLC;4;0
PDCV-5424505;MAIN DECK;5424;1,5;16,01325;0;25;55;GATE VALVE;OTHER BLOCK;FLC;4;0
PDCV-5424506;MAIN DECK;5424;1,5;16,01325;0;25;55;GATE VALVE;OTHER BLOCK;FLC;4;0
PDCV-5424507;MAIN DECK;5424;1,5;16,01325;0;25;55;GATE VALVE;OTHER BLOCK;FLC;4;0
PDV-1223071-1;M-10B;1223;14;17,01;0;96;110;BALL;OTHER BLOCK;PC;1;0
PDV-1223071-2;M-10B;1223;14;17,01;0;96;110;BALL;OTHER BLOCK;PC;1;0
PDV-5124005;PPRK;5124;16;19,16325;5;35;85;GLOBE;OTHER BLOCK;W;1;0
PSV-1210004;M-09;1210;1,5;302;-46;10;110;PSV;PSV;PC;0;1
PSV-1210005;M-09;1210;1,5;302;-46;10;110;PSV;PSV;PC;0;1
PSV-1210007A;M-09;1210;1,5;302;-46;10;110;PSV;PSV;PC;0;1
PSV-1223001A-1;M-09;1223;4;35,01;-46;15;110;PSV;PSV;PC;0;1
PSV-1223001A-2;M-09;1223;4;35,01;-46;15;110;PSV;PSV;PC;0;1
PSV-1223001B-1;M-09;1223;4;35,01;-46;15;110;PSV;PSV;PC;0;1
PSV-1223002A-1;M-10;1223;6;17,01;0;39;110;PSV;PSV;PC;4;1
PSV-1223002A-2;M-10;1223;6;17,01;0;39;110;PSV;PSV;PC;4;1
PSV-1223002B-1;M-10;1223;6;17,01;0;39;110;PSV;PSV;PC;4;1
PSV-1223003A-1;M-10;1223;6;31,01;0;39;110;PSV;PSV;PC;4;1
PSV-1223003A-2;M-10;1223;6;31,01;0;39;110;PSV;PSV;PC;4;1
PSV-1223003A-3;M-10;1223;6;31,01;0;39;110;PSV;PSV;PC;4;1
PSV-1223003B-1;M-10;1223;6;31,01;0;39;110;PSV;PSV;PC;4;1
PSV-1223004A-A;M-10B;1223;1,5;19,01;5;85;110;PSV;PSV;PC;4;1
PSV-1223004A-B;M-10B;1223;1,5;19,01;5;85;110;PSV;PSV;PC;4;1
PSV-1223004B-A;M-10B;1223;1,5;19,01;5;85;110;PSV;PSV;PC;4;1
PSV-1223004B-B;M-10B;1223;1,5;19,01;5;85;110;PSV;PSV;PC;4;1
PSV-1223005A;M-10;1223;2;17,01;0;96;110;PSV;PSV;PC;4;1
PSV-1223005B;M-10;1223;2;17,01;0;96;110;PSV;PSV;PC;4;1
PSV-1223005C;M-10;1223;2;17,01;0;96;110;PSV;PSV;PC;4;1
PSV-1223006A;M-10B;1223;4;21,01325;0;40;70;PSV;PSV;P;4;1
PSV-1223006B;M-10B;1223;4;21,01325;0;40;70;PSV;PSV;P;4;1
PSV-1223010A-1;M-09;1223;3;302;-50;-46;110;PSV;PSV;PC;0;-1
PSV-1223010A-2;M-09;1223;3;302;-50;-46;110;PSV;PSV;PC;0;-1
PSV-1223010B-1;M-09;1223;3;302;-50;-46;110;PSV;PSV;PC;0;-1
PSV-1223011A;M-10B;1223;6;17,01325;0;96;110;PSV;PSV;PC;4;1
PSV-1223011B;M-10B;1223;6;17,01325;0;96;110;PSV;PSV;PC;4;1
PSV-1223014A-1;M-10B;1223;8;17,01;0;85;110;PSV;PSV;PC;4;-1
PSV-1223014A-2;M-10B;1223;8;17,01;0;85;110;PSV;PSV;PC;4;-1
PSV-1223014B-1;M-10B;1223;8;17,01;0;85;110;PSV;PSV;PC;4;-1
PSV-1223015A;M-10;1223;4;35,01;-46;50;110;PSV;PSV;PC;0;1
PSV-1223015B;M-10;1223;4;35,01;-46;50;110;PSV;PSV;PC;0;1
PSV-1223020A;M-10;1223;2;17,01;0;51;110;PSV;PSV;PC;4;1
PSV-1223020B;M-10;1223;2;17,01;0;51;110;PSV;PSV;PC;4;1
PSV-1223020C;M-10;1223;2;17,01;0;51;110;PSV;PSV;PC;4;1
PSV-1223022;M-10;1223;1,5;35,01;-46;40;110;PSV;PSV;PC;0;1
PSV-1223026A;MAIN DECK;1223;3;18,03;0;40;85;PSV;PSV;P;4;1
PSV-1223026B;MAIN DECK;1223;3;18,03;0;40;85;PSV;PSV;P;4;1
PSV-1225002A;M-05B;1225;1,5;19,04325;5;35;85;PSV;PSV;W;4;-1
PSV-1225003A;M-05B;1225;3;15,01325;0;23;95;PSV;PSV;PC;4;1
PSV-1225003B;M-05B;1225;3;15,01325;0;23;95;PSV;PSV;PC;4;1
PSV-1225004A;M-05B;1225;4;17,01325;0;110;192;PSV;PSV;PC;2;-1
PSV-1225004B;M-05B;1225;4;17,01325;0;110;192;PSV;PSV;PC;2;-1
PSV-1225006A;M-05B;1225;3;17,01325;0;35;108;PSV;PSV;PC;4;1
PSV-1225006B;M-05B;1225;3;17,01325;0;35;108;PSV;PSV;PC;4;1
PSV-1225007A;M-05B;1225;4;31,01325;-20;130;190;PSV;PSV;PC;2;-1
PSV-1225007B;M-05B;1225;4;31,01325;-20;130;190;PSV;PSV;PC;2;-1
PSV-1231002A-A;M-03;1231;3;179,01325;-46;35;70;PSV;PSV;P;0;1
PSV-1231002A-B;M-03;1231;3;179,01325;-46;35;70;PSV;PSV;P;0;1
PSV-1231002B-A;M-03;1231;3;179,01325;-46;35;70;PSV;PSV;P;0;1
PSV-1231002B-B;M-03;1231;3;179,01325;-46;35;70;PSV;PSV;P;0;1
PSV-1231002C-A;M-03;1231;3;179,01325;-46;35;70;PSV;PSV;P;0;1
PSV-1231002C-B;M-03;1231;3;179,01325;-46;35;70;PSV;PSV;P;0;1
PSV-1231004A-A;M-03;1231;1,5;124,01325;-46;15;71;PSV;PSV;P;0;1
PSV-1231004A-B;M-03;1231;1,5;124,01325;-46;15;71;PSV;PSV;P;0;1
PSV-1231004B-A;M-03;1231;1,5;124,01325;-46;15;71;PSV;PSV;P;0;1
PSV-1231004B-B;M-03;1231;1,5;124,01325;-46;15;71;PSV;PSV;P;0;1
PSV-1231004C-A;M-03;1231;1,5;124,01325;-46;15;71;PSV;PSV;P;0;1
PSV-1231004C-B;M-03;1231;1,5;124,01325;-46;15;71;PSV;PSV;P;0;1
PSV-1231008A-A;M-05;1231;1,5;19,46325;5;25;85;PSV;PSV;W;4;-1
PSV-1231008A-B;M-05;1231;1,5;19,46325;5;25;85;PSV;PSV;W;4;-1
PSV-1231010A-A;M-05;1231;4;37,01;-20;35;98;PSV;PSV;PC;0;1
PSV-1231010A-B;M-05;1231;4;37,01;-20;35;98;PSV;PSV;PC;0;1
PSV-1231010B-A;M-05;1231;4;37,01;-20;35;98;PSV;PSV;PC;0;1
PSV-1231010B-B;M-05;1231;4;37,01;-20;35;98;PSV;PSV;PC;0;1
PSV-1231010C-A;M-05;1231;4;37,01;-20;35;98;PSV;PSV;PC;0;1
PSV-1231010C-B;M-05;1231;4;37,01;-20;35;98;PSV;PSV;PC;0;1
PSV-1231013C-A;M-03;1231;0,75;19,04325;5;74;85;PSV;PSV;W;4;-1
PSV-1231014A-A1;M-03;1231;2;276,01325;-46;74;113;PSV;PSV;P;0;1
PSV-1231014A-A2;M-03;1231;2;276,01325;-46;74;113;PSV;PSV;P;0;1
PSV-1231014A-B1;M-03;1231;2;276,01325;-46;74;113;PSV;PSV;P;0;1
PSV-1231014B-A1;M-03;1231;2;276,01325;-46;74;113;PSV;PSV;P;0;1
PSV-1231014B-A2;M-03;1231;2;276,01325;-46;74;113;PSV;PSV;P;0;1
PSV-1231014B-B1;M-03;1231;2;276,01325;-46;74;113;PSV;PSV;P;0;1
PSV-1231014C-A1;M-03;1231;2;276,01325;-46;74;113;PSV;PSV;P;0;1
PSV-1231014C-A2;M-03;1231;2;276,01325;-46;74;113;PSV;PSV;P;0;1
PSV-1231014C-B2;M-03;1231;2;276,01325;-46;74;113;PSV;PSV;P;0;1
PSV-1233001A-A;M-06;1233;1,5;79,01325;-30;30;70;PSV;PSV;P;0;1
PSV-1233001A-B;M-06;1233;1,5;79,01325;-30;30;70;PSV;PSV;P;0;1
PSV-1233001B-A;M-06;1233;1,5;79,01325;-30;30;70;PSV;PSV;P;0;1
PSV-1233001B-B;M-06;1233;1,5;79,01325;-30;30;70;PSV;PSV;P;0;1
PSV-1233002A;M-06;1233;1,5;79,01325;-46;35;70;PSV;PSV;PC;0;1
PSV-1233002B;M-06;1233;1,5;79,01325;-46;35;70;PSV;PSV;PC;0;1
PSV-1233003A;M-06;1233;1,5;79,01325;-30;40;70;PSV;PSV;PC;0;1
PSV-1233003B;M-06;1233;1,5;79,01325;-30;40;70;PSV;PSV;PC;0;1
PSV-1233004A;M-06;1233;2;34,32325;0;130;210;PSV;PSV;HWP;2;-1
PSV-1233004B;M-06;1233;2;34,32325;0;130;210;PSV;PSV;HWP;2;-1
PSV-1233005A;M-06;1233;4;34,323;0;180;210;PSV;PSV;HWP;2;-1
PSV-1233005B;M-06;1233;4;34,323;0;180;210;PSV;PSV;HWP;2;-1
PSV-1233006A;M-06;1233;3;19,463;0;55;85;PSV;PSV;W;4;-1
PSV-1233006B;M-06;1233;3;19,463;0;55;85;PSV;PSV;W;4;-1
PSV-1233006C;M-06;1233;3;19,463;0;55;85;PSV;PSV;W;4;-1
PSV-1233007A;M-06;1233;1,5;79,01325;-46;29;70;PSV;PSV;PC;0;1
PSV-1233007B;M-06;1233;1,5;79,01325;-46;29;70;PSV;PSV;PC;0;1
PSV-1233008A;M-06;1233;1,5;79,01325;-46;23;70;PSV;PSV;PC;0;1
PSV-1233008B;M-06;1233;1,5;79,01325;-46;23;70;PSV;PSV;PC;0;1
PSV-1233009A;M-06;1233;1,5;79,013;-46;35;183;PSV;PSV;PC;2;-1
PSV-1233009B;M-06;1233;1,5;79,013;-46;35;183;PSV;PSV;PC;2;-1
PSV-1233009C;M-06;1233;1,5;79,013;-46;35;183;PSV;PSV;PC;2;-1
